text,mood
ඒඅය් වුණා යෞතු නමා් ඒඅය් වුණා හඑකි හඅ වුණා හඑකි දඑ ගෙං අාව්ධාර්ණය නෞක්රනං,Bad
අද උදේ අම්මත් එක්ක හිනාවෙලා විහිළු කරන එක මට සතුටක් ගෙනාවා,Happy
හොඳ දවසක් නොවෙනවා,Bad
මම තවදුරටත් ගණන් ගන්නේ නැහැ,Bad
අනපේක්ෂිත ලෙස ගොඩක් මුදල් ගියා,Bad
ඔබ තවමත් හිතන්නේ ඒක විහිළුවක් බවයි,Bad
අද ගෙදරම හිටියා.,Normal
අද නිකන් ඉන්නවා,Normal
එත් හිතට දුකයි,Bad
ඔබ මට කරදර කරන තුරු මම තියෙනවා්තෙන්ම ලස්සනයි,Bad
යාළුවා අද මට උදව් කරේ නෑ. එයාට බාරයි කියලා මට හිතේ නෑ,Bad
අද කාර්යාලයේ දවස සාමාන්යයි.,Normal
නිකන් ගෙදර හිටියා,Normal
අන්තිමට මගේ බල්ලා රවට්ටලා මට නාන්න දෙන්න කියලා මිහිරි සුවඳැති බලු පැටියා හොඳම ය,Happy
දැන් හිත සරලයි,Normal
අද උදේ මම වැඩමුළුවකට සම්බන්ධ වුණා ඒකෙන් මට සතුටු හිතුණා,Happy
මම ඒක පෞද්ගලිකව ගන්නේ නැහැ මම කියනවා පෞද්ගලිකව ගන්නවා,Bad
