Comments,Sentiment
ගල් ගහන්න මඩ ගන්න නෙමෙයි ඕන තොට ගූ බාල්දියක් ගන්න ඕන තොට ගොන් හුත්තී,Neg
අයියේ මට full used parts වලින් හදාගන්න හොඳ shop එකක් කියන්නකෝ,Pos
හොඳ අයට හරෙන්නේ,Neg
ඔබ වහන්සේට තෙරුවන් සරණයි,Pos
මෙතෙක් Voice එකේ අහපු මිහිරිම song එක අම්මෝ පිස්සු හැදෙනවා,Pos
අපිට කියන්නකෝ මොකද්ද ඒ hotel එක දන්න කවුරුත් ඉන්නවාද මේ වගේ වෙන්න ඉන්න කෙනෙක් උන්ව නම් මේ hotel එක ගැන දන්නවා නම් අපිට කියන්න ඔබට ජය,Neu
Wasthi ආපු මුල්ම කාලේ ඉදන් ඉදලත් අයියාව හරියටම දැනගත්තේ අද go ahead,Pos
ඔබතුමාට අජරාමර නිර්වාණ සම්පත්තිය අත් වේවා අත් වේවා,Pos
කාලෙකින් ලස්සන song එකක්,Pos
අවෝ දැන් නම් හරියට name එක කියවන්න පුළුවන්,Pos
voice එකට වචන වලට වටිනාකමක් සහ audience එකෙන් ජයගත් radio hero කෙනෙක්,Pos
කෑගල්ලේ අපේ කොල්ලෙක් ඉස්සරහට පලය මල්ලි,Pos
මට හිතාගන්න බැ මේ ඔක්කොම එක දවසේ කියපු අයද නැත්තම් coachලා හැමදාම එකම ඇඳුම ඇඳන් එනවද කියලා,Neu
මේ ඔක්කොටම සම්පූර්ණ ගාන කීයද අයියේ,Neu
Kasun coachගේ හිනා,Neu
ජයෙන් ජයම වේවා ඔබතුමාට තෙරුවන් සරණයි,Pos
වෙස ගෑණු තු නොදකින්,Neg
උමාරියා කැමති නැද්ද,Neu
පුළුවන් නම් මගේ channel එකටත් එන්න,Neu
වෙව්ල වෙව්ල කියන්න අමාරුයි සාමාන්‍යයෙන් ඔහොම හරි තාලෙට හැබැයි,Pos
ආයෙ UNP අන්න මම ඉර හඳ වගේ කියනවා මේ සැරේ අපට,Neu
දුන්නා තියන් කෙටා පොලෙන් විදපු dial එකක්,Neu
පව් යකෝ හොඳට කියුවා,Pos
Sirasa TV broadcast එකේ audio මේ තරම් හොඳ නෑ ඒක හදන්න,Neg
ඉතින් බන් ඇත්තනේ උඹ යන්නත් තම්මං Bengali Pakistan ගැන ඔච්චර හොඳට කියන්නේ හොඳ පළපුරුද්ද නැතුව කියන්නේ කොහොමද,Neg
කොල්ලා හේමල් වගේ ලස්සනයි video එක,Pos
කුමාරි අක්කා ගැන දැනුවත් කළාට ගොඩක් ස්තුතියි කුමාරි අක්කා ඔයාට සුභ දවසක් ජේසු පිහිටයි,Pos
ලංකාවේ හරි දේට හරි අයට තැනක් නෑනේ Iraj කරන්නේ වෙනස් දෙයක්,Pos
හැමදාම අලුත් වැඩක් කරන PC Guide LK එල,Pos
ඔයා වගේ හැම කෙනෙක්ම හිතනවානම් අද ලංකාවේ rape cases අඩුවෙයි,Pos
අමු අමු වරද්දගත් තැනක් මම ලමයාව තෝරාගන්න තිබ්බා වැරදි තිබ්බා මට වඩා වැරදි තිබ්බ ලමයි ඇතුලට ගියා,Neg
වැරද පිළිගන්නවා ආයෙ මූ අඬනවා නොදකින් මේ වගේ ගොන් අතල්,Neg
නියමයි brother අද තමයි මට ඔයාව set උනා video ඔක්කොම බලනවා මම අයියා මට help එකක් විදිහට කියන්නකෝ හොඳ හැමදාම cover වෙන IT course එකක්,Pos
උඹනේ යකෝ දිගාන ගිනි තිබ්බේ දැන් උඹ බබාද පල යකෝ ආයෙත් උඹ රට සල්ලි හොයන්න plan කරන්නේ උඹලා ඔක්කොම එකයි ජාතිවාදී බල්ලෝ,Neg
දුක හිතුනා බන් මන් මාරම අද ගායකයෙක්ගේ සිංදුවක් නියමටම කියුවා බන්,Pos
අයියලා නංගිලා ඔක්කොම ලස්සනයි sing කරනවා,Pos
අයියේ phone එක අනිත් පැත්තට තියන් ඉන්නේ මන් හිතුවේ අපේ පොරගේ bodyguard එයාත් call කරනේ phone එක අනිත් පැත්තෙන් නේ මාරයි Sandun අයියේ ඔයා,Neu
දවසක දිනනවා brother ජයවේවා උඹට,Pos
ජය වේවා Welgama පොහොට්ටුව කුඩුකරලා දාපන්,Neg
නියමයි කොල්ලෝ අනිවා final යමු practice කරමු ඔයාට පුළුවන් ජයෙන් ජය Jayod,Pos
ඔයාගේ කතාව ඇත්ත ලංකාවේ සමාජය ඒ වගේ අයට හරියට නින්දාව කරනවා මේ විදිහට හරි සමාජය දැනුවත් කිරීම වැදගත්,Pos
ගන්න boy කෙනෙක් හිටියෙම නැද්ද,Neu
සමනල රණ තව වැඩි කාලක් නැතනේ අපේ හමුදුරුවනේ රන්ජා කට හිදා ඉල්ලන් කනවා,Neg
ඔහොම කරන් යමු අපිත් ඉන්නවා ඔයාල එක්ක මේ සටනේදී,Pos
chance එකක් දෙන්න තිබ්බා මේට වඩා out sing කරපු අය ගත්තේ නේ අපරාදේ,Neg
මොනදේ උනත් දක්ෂ ලෙස කතා කරනවා භූමි,Pos
මගත් තියෙනවා Hikvision SSD එකක් ඒක sale කරනවා,Neu
චූටි දුවගේ dance එක මරු ආ,Pos
රට විනාශ කරන බලාන මිනිසුන්ට උදව් දෙන ජන නායකයිනි අසන මේ බුදු වදන් බුදු ඔවදන් හිතන දැනවත් ආදරණීය ලක් මණියන් ගැන,Neu
phone වලින් ගොඩක් දේවල් වෙනවා අපේ ගමේ phone එකකට එයාගේ කෙල්ල ගැන ආපු වැරදි message නිසා තරුණ කොල්ලෙක් එල්ලී මැරුණා,Neg
කුමාරි අක්කට බැනපු අයම දැන් හොඳ කියනවා ලංකාවේ මිනිස්සුන්ගේ හැටි නේ,Neg
අරගේ හඬ අහෙනකොට එක radio program එකක් කියලා හිතුණා ආය කො,Pos
මූ නටන්නේ මට පේන්නේ England උන්ට ඕන විදියට,Neg
ගොන් රන්ජා ගැන කතා කරලා වැඩක් නෑ අපේ හමුදුරුවනේ,Neu
singerගේ voice colour එක පට්ට dolkiya,Pos
මේ වගේ හිතන මිනිස්සු තව වැඩියෙන් ඉන්න ඕන හදෙන්න ඕන එතකොට මේ රටේ system එක හදන්න පුළුවන් respectful grateful and honest,Pos
රට වෙනුවෙන් මහඟු සේවයක් කරන පොඩි ගම හමුදුරුවෝ උතුම් සේවයක් කරන හමුදුරුවන්ට දිර්ඝායු ලැබේවා බුදු සරණයි,Pos
