text,mood,label
ෙම් වැඩේ සතියක් කරයි පස්සේ නවත්තයි අන්තිමට ඉතින් අහිංසක මිනිස්සුන්ට වේනනේ අතරමැදියෝ නිසා වැඩිගානට විකුනන්නයි,Bad,0
මෙහෙම අරගෙන මොකද කරන්නේ කොළඹට අඩුවට දෙනවද නැත්නම් කුනුවෙන්න අරිනවද,Bad,0
ඉතා වැදගත්,Happy,2
ඇමතිවරුන් නොදන්නා කමද තේරුම් ගන්න බැරි නිසාද ජනාධිපතිතුමා නියම කරනකම් බලාගෙන හිටියේ,Bad,0
රජය ලකුනු දාගන්න වැඩ නොකර ඉදිරියේදීවත් මෙවැනි දේවල් නොවීමට සුදුසු වැඩ පිලිවෙලක් සකස් කරන්න අද රටේ මිනිසුන් කොතරමි අසීරුතාවයකින්ද ජීවත් වෙන්නේ,Bad,0
අනේ මේ එළවළු අපිට කොළඹට ගෙනත් දෙන්න,Normal,1
දැයට කිරුළ වැඩක් නැහැ අහිංසක මිනිස්සුන්ට පිහිටවෙන්න,Bad,0
මේ මිනිස්සු මේ දේවල් වගා කරන්න කොයිතරම් ලොකු දුකක් විදින්න ඇත්ද අවසානයේ අස්වැන්න දිහා බලාගෙන හූල්ලන්න වෙලා කරපු වියදම කොයිතරම් අපරාදෙයක්ද මේ රටට මේ දේවල වටිනාකමක් නැද්ද ජනාධිපතිම මේ දේවල් වලට මැදිහත් වෙන්න අවශ් ය නම් ඇමතිලා මොකටද අපේ රට මුල ඉදන්ම ප් රතිසංස්කරණය විය යුතුයි,Bad,0
විසි කරන්න පෙර ජනාධිපතිතුමාව දැනුම්වත් කරන්න තිබුනා,Bad,0
මෙවැනි තීන්දුවක් විෂය බාර ඇමතිතුමාට ගන්න බැරි වුනේ ඇයි මින් ඉදිරියටත් මේ ක් රමය අනුගමනය කිරීම ඉතා වැදගත්,Normal,1
මම නිකම්ද කියන්නේ ලංකාවේ තියෙන්නේ මාධ් ය සංදර්ශන කියලා,Bad,0
අර මධ් යසාර කන්ටේනර් එක ගැන දැනගෙන නැතුවෙයි,Bad,0
අපි වවමු අපි වැනසෙමු,Bad,0
දැන් ඉතින් බුදු බව පතලා ප් රතිචාර දායි,Bad,0
රජය එළවලු මිළයට අරන් පන්සල් වලට බෙදා දෙන්න අදහස් කරනවා වෙන්නත් පුළුවන්,Normal,1
අඩන්නම ඕනෑලු කිරි එරෙන්න,Bad,0
විනාශ කරන්න එපා,Normal,1
ඒ අහිංසක මිනිසුන්ට පිහිට වෙන්න,Normal,1
අනේ හොදයි,Happy,2
කිලෝ ලක්ෂයක් විසිකෙරුවට පස්සේ විසදුම් හොයන්න ඇමති කෙනෙකුයි අමාත් යංශයකුයි අවශ් ය නැහැ,Bad,0
පිටරටවල ඕනෑතරම් ඉල්ලුම තියෙනවා හොඳ එළවළු වලට එම්බසි වලට පුළුවන් යමක් කරන්න,Normal,1
මෙවන් දේ කියවන්න දකින්න ලැබීම මහ පිනක්,Happy,2
මහා සත්කාරයකට දායකවෙන ඔබ සැමට ජය ශ් රී මහා බෝ සමිඳු පිහිටයි,Happy,2
තම ජීවිත නොතකුවේය සිදුවිය හැකි අනතුරේ දිනපතාම වැඩ කෙරුවේ පා තබමින් පොලු අතරේ සතුටු සිතින් අප වෙනුවෙන් දහඩිය සෙලු සැම මිතුරේ ඔබේ ශ් රමය බැබලෙව්වා රන් වැලි සෑ අනුරපුරේ,Happy,2
අපිටත් දායකවෙන්න පුලුවන් නම් සාදු සාදු සාදු,Happy,2
විශ්වයේ තිබෙන බුද්ධ රෂ්මි බලයෙන්ද සම් යක් දෘෂ්ඨික දෙවිදේවතාවුන්ගේ බලයෙන්ද ඔබ සැම ආරක්ෂා වී ඇත,Happy,2
සාධු සාධු සාධු,Happy,2
මේ උතුම් පින්කමට සහභාගීවෙන්න ලැබීමත් ලොකු පින්කමක්,Happy,2
ඉදිරි දිනයක හුණු පිරියම් කිරීමේ පිංකමේ බැතිබර දායකත්වය දැරීම සදහා කොතරම් මුදලක් අවශ් ය වන්නේදැයි විමසා පිළිතුරු දෙන මෙන් ස්තුති පුර්වකව ඉල්ලා සිටින්නෙමු,Happy,2
ඔබ සැමට ජය ශ් රී මහ බෝ සමිදු පිහිටයි,Happy,2
ඔබ සැම සියලු දෙනාටම ඇති උතුම් ජය ශ් රී මහා බෝ සමිදු රැකවරණය ලැබේව තවට් මෙවන් උතුම් පින්කම් සිදු කීරීමට දධර්ය ශක්තිය ලැබේවා,Happy,2
මේඔබ සැමට ජය ශ් රී මහ බෝ සමිදු පිහිටයි උතුම් පින්කමට සහභාගීවෙන්න ලැබීමත් ලොකු පින්කමක්,Happy,2
වැදගත් ලිපියක්,Happy,2
උතුම් පුණ් යකර්මයට සහභාගි වූ සියලු දෙනාට සම්මා සම්බුදු සරණයි,Happy,2
මේ උතුම් පින්කමට සහභාගීවෙන්න ලැබීම ලොකු පින්කමක්,Happy,2
හොඳ වැඩක් කරන්නේ ඔබලා සියලු දෙනාටම බුදු සරණයි,Happy,2
ඉතා හොඳයි ඔබට දෙවියන්ගේ ආශිර්වාදය,Happy,2
සාදු සාදු අනුමෝදම් මෙවනිපින්කම් බොහෝ වැදගත්,Happy,2
සාදු සාදු අනුමෝදම් මෙවැනි පින්කම් බොහෝ වැදගත්,Happy,2
ලස්සනයි,Happy,2
ඔබ සැමට ජය ශ් රී මහ බෝ සමිදු පිහිටයි,Happy,2
මේ ඉන්නෙත් ජාතික වීරයෝ පිරිසක්,Happy,2
විශ්වයේ තිබෙන බුද්ධ රෂ්මි බලයෙන්ද සම් යක් දෘෂ්ඨික දෙවි දේවතාවුන්ගේ බලයෙන්ද ඔබ සැම ආරක්ෂා වී ඇත සැමට ජය ශ් රී මහ බෝ සමිදු පිහිටයි,Happy,2
කොහොමද බෞද්ධ අපේ ශ් රී විභූතිය මෙවන් විශ්ව වන්දනීය පුදබිම් අයිති සිංහල නියම බෞද්ධයන්ට පමණයි,Happy,2
සියළු දෙවියෝ රකිත්වා මෙවන් වීරවරයන්,Happy,2
සාධු සාධු සාධු,Happy,2
ඔබ සියලු දෙනාටම බෝසමිදු පිහිටයි මටත් සහභාගි වන්න ඇත්නම්,Happy,2
