Comments,Sentiment
 hoda kenek labunoth aniwaryen marry kranna aiya budu saranai,Pos
boru kiyanna appa bang  ,Neg
kawda me ponnaya mun rata ta monawa karapu ewnda me mu karapu eka deyak tiyanawada mokekda me,Neg
wow dan mahathmaya eda kohomad kiyana apathaya,Neg
me pahasukam okkoma thiyana laptop eka mokakda,Neu
amuthu lassanak thiyenawa ne eii,Pos
niyama kollak budu saranai puta oyata,Pos
mekata ena ewun enne fashion show karannada koheda voice teensla lginwath tiyanna be,Neg
ranjan yanna one ladaru pesel mollaya ne alayak tharamawath ,Neg
anith pakshawalin mahindata support thiyenawa,Neu
aththa athi setiyen prakasha karana manusshayek aadarei ediri jivitheth sathutin enna shakthiya lebewa theruwan saranai ,Pos
lassai akke all the best,Pos
budusaranai ape hamuduruwane,Pos
danna wanam chanuxwa contact karagnn solution ekk dennkoo plzz priya ayyaa,Neu
mama jordan inne me manussaya aththa kiyanne lankawe genu rata avith balu jara weda karanne,Neg
samahara under pitch pitch out aya hadaganna puluwan kiyala select kara mewa ithin sirasema game thama,Neg
kawru mona comments dammath mamanam me song ekata harima asia,Pos
ado anuskaya uba dan Negambo inne kiyala loke talk denna epa harii,Neg
obatumata me serea thiyana manthri kamath nethi wenawa,Neg
ammo akki oyanam maru nihathamaniwa awankawama eththa kiyanwa garu karanwa obata mata adala na oya gehaniyak unath pirimiyek unath kathawa harijaya wewa bs dp obata,Pos
wasthi uba patta great video eke awasana tika deparak beluwa eka jivithayata marama motivation ekak,Pos
ai umaria herune naththe ,Neu
methana inna chanux fans la me paththata,Pos
yellow colour timeline ekak dakapu aya,Neu
lahiru ayya man dan oyage me program walata addict wela,Pos
budu hamuruduwo aakale gal uda thiyala minissunge kata teluwada buddhagamata benna kiyala buddgamata agaurwa karanna wena un nemai apimai,Neg
meeta wada aul euntat okkoma haruna music gana danne nati nisa mata nm meka supiri,Pos
niyamai me vage adahase thiyena aya bohe adui oyata theruvan saranai ,Pos
oya kiyana tharam meke signal aulak ne man gawath thiyenne mekath man samsung m phone ekay mekey dekama test kalaa wenasak ne e dekema ekama widiha ,Neg
pow ayyata kochara prasna tibelada appe mukuth danne nathuwa appe comments kara sorry akke,Neu
oba wahanseta aththa katha karanne godak pin hamuduruwane me minisunge kan arenna katha karanawata theruwan saranai ape hamuduruwane,Pos
good luck adithya apith italy walin ,Pos
 oya wage song ekak ehuwamai,Pos
ah niyama kollek tama,Pos
man magewath nawei kiya oba mata mathak kala,Neu
mama hithuwe anuska kiyanne hena oluwen inna hena lokukam thiyena kenek kiyala mama aththatama asama nathi kenek eth ada thamai danagaththe ohu gana,Pos
anee mtt adre hithuna sudu bandat ,Pos
akke harima lassani bawanawak wage song eka hadawathata danuna godak kochchara ahuwath epa wen na hadawathinma suba pathanawa,Pos
 akki umariya ep ai as deka amuthuwelo ,Pos
hinath yanawa paw ithin kumara ayyata,Neg
lankawa aunta hoda shot akak niyamae,Neg
ammo hitha gannath ba gahaniyaka mechchara haiyak enne konada kiya upathinma wenna one oyage kathawa mata loku adarshayak matsth th years duwsi puthai innawa towings thanks dunna adarshmath kathawak budu saranai,Pos
harima asawen balapu vidio aka budusaranai dennatama,Pos
supiri hansa jaya,Pos
aiyee nxt aka onee ikmanatama pleass,Pos
monada oi me sindu hotu peranawa im surprised umaria turned,Neu
ko balanna coach shashikata supirima set ekak innawa kiyana aya,Pos
nangi oya honda voice ekak thiyena honda singer kenek,Pos
ape school eke,Pos
hoda brand ekak mn pawichchi karanawa,Pos
hahaahaa lassanae ane sendu kella,Pos
wow pattama voice eka,Pos
aththatama hithuwe you tube eken salli hambawenawa athi kiyala hodin innadiyunu wenakota adumen sanwara wenna ethakota oyata hamogema adare labei,Neu
adatei wasthu nodana karunu love from sl,Pos
hoda ayawa kapala melo rahak nathi ewn athulata gannawa welawakata anna eka thama duka,Neg
hama sunday weddima balan inne weekly update eka ganna carry on brod ,Pos
meyath apekshaka wenta kela alamin itiye,Neu
nagananda kodithuwakku hara wena wikalpayak kiyapalla saha rajapakshala hara wikalpayak thiyenawada ,Neu
hamuduruwane neyamai api oba wahanse samagai,Pos
song eki visual eki dekama godaak lssnioyge voice eknm mra lssni nathasha akki,Pos
mage hero ara,Pos
meya daksha ieth me sinduwa kawru kiwath lassanai poddak hoyala balanna,Pos
kynna deyak na ape kama agema tyenawa best ,Pos
build with aime patta aiye aluth music ekakuth dala niyamai,Pos
ko bn admin thama nidhidha night time data iwarida mandha upload karapnko ikmanata,Neu
thawath janadipathi kenek apita wadak na thiyena palana kramya wadak na sinhala rajek bihi karann hamoma ekathu wenna,Neu
ado athatama mail kelin una ,Pos
yako milinda monawada me sindu,Neg
niyma gahanu kenek thank you lahiru mewage aya genawata lanakwe inna ayage olu tika hadanna meka marama watinawa ,Pos
lahiru mahathmayo obata pin kumarita sahaya denna,Pos
school kathawa nam sahathika aththa,Pos
mokakda mechchra add,Neg
anee pau goodak dukai bs akkae,Pos
oita wadiya darma tork dunna sirisena dunna,Neg
supiri brother adarei,Pos
ayeshma songe eken shakya mthk una ,Neu
adithaya loku wela ,Neu
  uba ekka api innawaape rata jathiya wenuwen api satan wadinna ona,Pos
oya hari lassanai thamath adarei adambarai oya gana deepthi charitheta mama thama adarei eth giya dewal gana katha karanawa wadi wage apita therenne ,Pos
danenawa oyage hada thawamath hadawathata ,Pos
adithya ta wada meya hodata qwa kiyala kiyapu un nadda comments wala,Pos
may ranil mahinda gota me okkoma tambiyage gu kawa,Neg
niroda puluwan nam game ekedi rab ne bandi jodi eke thujme rab diktha hai song eka kiyanna oyage voice ekata match wenawa lassana game ekak wei,Pos
awanka hadawatak tiyana ekama kaena amatituma budusaranai ,Pos
meke eka wachanayak ne ganna anunge kunu awssanna epa machan ubavath wenas weyan,Neg
aiya patta lassanai as dekata washi una mage kolla den meka dakkoth mn mala ,Pos
ekane nagananda hamadama kiyanne me rate nitheya na kiyala dan siyalloma naga ge visadumata ekatu veyalla,Neu
 me nuthana doily baibale athe tiyan budu bana kiyanawa ekko bibale kiyanna ona nattan budu bana kiyannone methana yati gemak yanawa ara thambiya wage deranata awe ape un ane apoi kiyala rawatenawa iwarayak na,Neg
 oba tumata bhomatama tanxx me wadasatahana apata balanna salasuwata nilimini mhatmiya watina adahs idiripat kara teruwan saranai hamadenatama,Pos
mage puthata rathnathare pihitai,Pos
respect bumi buddimath widihata hithata ekagawa katha kranawa,Pos
marama lassanayi akkiyoo oyage katahada best of luck you akkiyoo,Pos
wowharima watina katha bahak ,Pos
u hithanne meka thama lankawe thiyenna hodama build eka kiyala,Neg
oya cheththa adinne nedda,Neu
kassa harenekam kella balan hitiye,Neu
api innawa hamudurowo baya wennepa api innawa,Pos
redmi note pro eka india n wala official release wenawa neda march th,Neu
windows reset karala pen drive eken windows dana widiha video ekak one ,Neu
ape hamuduruwane api hoda sinhala bauddadayoo ranjata pissu,Neg
sarum aiye mama godak kemathi song akk ,Pos
godak veadagath deashanyak ape oba samagai oyata tearuvan sarnai ape ratta jatiyata adareeati aeati sinhalyek ,Pos
ammo kingsley good choice,Pos
ane oba wahansege kathawa aththama aththa ape hamuduruwane,Pos
niyama charithayak kanthawanta balannama one boomige kathawanm ,Pos
kasun sindu kali kiyanna epa bola apita madi kiyanawa nam okkoma oni sivatharshan good job kolla awesome performance ,Pos
ane miniho saga ruwanata niga nokara innaoya awat aya tika tamai mahinda mahattaya awot hari natnam oyalata nida gata haki,Neg
mata nam echchara lassana na podi lamayekge sadde ahenne sound eka eth ithin apita wada dannawane othana inna aya,Neg
beluwata epa wenne hemadama balanawa berima thena thama comment kare super nango,Pos
mama nam dakala na habai gal karayo natiwenna ba anit sapa sampat okkoma hamuduruwonta ona bawa apita pynawane kanna natiwa mahana unata hageem nati wen nane,Neg
ubalata kohamath lajjawak na den baba,Neg
program ekanam gon patai graphics ehema update na,Neg
mamanam meyata dos kiyala thiyenawa na kiyanne na meya kotata adan vikarakaraddi,Neg
ochchara game gahanne mokatada manda,Neg
ara ashen kiyanna atayatath denna one ellala,Neg
question mata loku prashnyak wela thibuna ekak thanks ,Pos
tanxx lahiru teruewan saranai adaraniya kumari akke oyage katawata tanxx mona mada pharawal awat taman yane hoda gamanakanam yannakiyapu eka,Pos
ko mata mic ekak denna ,Neu
aththama aththa jaya wewa boomi,Pos
kasun sadde wahala game eka athata gani wage,Neu
ada kalee geniyekta kellekta tani rathuu adumak tani kaluu adumak adan paree yannaa be mkda ahema adinna hemakenama ganikawo widihata salakannaa samajayak dn tiyennee,Neu
 parayata chande illanna nodunnata kohomada mekage kathawa,Neg
oyage patta kunuharupa apita ahila thiyenawa oyata ey chodanawa,Neg
arjunage paulane oya niyama waddo,Pos
ape paththe aiya kenk congratulations bs ,Pos
ara miniha nam epa dinithi hodi ,Neu
bohoma wadagat sakachchawak bohomath thanks,Pos
tharuwnsaranai harima adambarai ,Pos
aththatama mamath godak rasawinda lassanai,Pos
redmi nn epa wenw app ,Neg
ada horu aleea munta hena gahnwa munga duruwanth hena gahnawa,Neg
ane sathutin inna kohe hitiyath,Pos
ess geddi dekara hena gahilada sihalunge,Neg
mokakda unlocked seen eka,Neu
wow akki oya superb ekaparak deparak newei daha parakt wada baluwa,Pos
menna minissu rajpakshala ranilla mokkuda kisima dakmak nathi niwatayo ,Neu
mun katakarannema unge pudgalika tarahawal gana ehema natnam taman rajawenne kohomada kiyala minissunge rate saba prasna gana kisima katawak naha mediat ehemamai,Neg
priyadrashana ayya dn super charcter ekak wela congratulations,Pos
na ape podi hamuduruwane man nam hithanne pansalakata mona hari unoth dewiyo kopa wei sinhala ape tama dharmayata adare hoda pattak tiyenawa mukuth karanna ba katawathma hmm,Neu
oyage duwada ayye,Neu
aiya wadiya ad danna epa balanna hitannaha etakota,Neg
meyage apooru nama dala thyenne sujatha hamuduruwange appachi heenbanda mahaththya ethuma harima sundara charithayak,Pos
methek hondama battle eka,Pos
pc ekenma baluwa onna,Pos
meya hiru star hitiya,Neu
puduma mihirak petiyo mama wathawak ehuwa epa wennema ne puduma lassana theruwan saranai,Pos
ane me king set na appa eya sinhalen katha krnne stefani wage unanam shok international gathiyak nane,Neg
lap ekak ganna yana gaman magadi video eka beluwe aiye thanks a lot,Pos
bageta danna epa ban,Neu
band eka supiri supiriyatama play karanawa,Pos
rajapaksalata henama gahanawa,Neg
kasun hodayi global brand name eka thine bns eka tikk hithanna ona malit talant nisa kohoma unath global enna kiyala wish karanawa,Pos
mr nagananda api obathuba samaha aba pawasana de pehedili eya ratakata awashyai,Pos
power eka matha thama hama deyamakma thiranaya venne,Neu
 munagahila kathakaranna asai,Pos
appata dubai wala sampath ayyane thada thada,Neu
nehara akka ekk karapu programme eka release wenne kawadda kiyala balagena hitiye favorite actress kenek please puuja umashankarwa gennanna ,Pos
mama dakka ekama legend in srilanka,Pos
anee meya lassnata kiwane appa ara shelindata wada,Neu
coach kasun ngitta ekama loku deyak deiyanee,Pos
ketiyen kiyanawanam patta,Pos
cute voice ekak lassnai ,Pos
asama tharithayak thanks you ,Pos
kalakanni thirisana balapiya venida ratema minisun tho wage amana kalakanninta dena uththare ,Neg
mama kamathima radio niwedikaya,Pos
owa okkotama kiyak vithara ynvada,Neu
harima awanka manussayek polawe payagahala jiwath wena pudgalek,Pos
mama pora kiyala hithana my ta hapan,Neg
ado meka uba kiyawaida,Neu
deviyan vahansa ge file eka kiyala oya kiyanne api baudda ekata kiyanne karmaya kiyala kohoma kiwwath pina saha pawaehema nethnam daiwaya,Neu
gode Posh kattiya awl wei da danne,Neu
eththatama me aya hamuduruwoda,Neg
sinduwe theruma nam godaak lassani eth video aka chuttak vath gala penne ne milinda aiya,Neu
ape hamuduruwanee oya wahanse me loketa bihi wechcha budda puthrayek eating kathawak,Pos
yohaniwa dkke kwd,Neu
aiyo arvinda me wage show walata enna epa oyage muna peunth oya kata hadata adaraya karana ek apen ath wewi,Neg
 aiye gamme kathawa ,Pos
munata hinawak genna puluwan voice ekak eka good luck malli ,Pos
ugath kamak nathi me wage aya janadipathikama sudusu nahe itath meya hoda ganu parissam karanna,Neg
me harsha hiru star unna,Neu
 sira prak lahiru ayya thawa putu dekak lesthi karala thiyanna ,Pos
supiri ayye ayyath sinduvak kiyana videos ekak onee,Pos
ayye oya lip barm galada hee,Neu
video eka godk vedagat una,Pos
 ayemath asai balanna meka,Pos
muslim ewunta gidak ratawal thiyenewa kata parissamin netham punishment hamba wei,Neu
patta aiye apita okak gannawa kiyanne hinayak,Pos
redde sirasa mun okkoma katha wela harunna ekai une,Neg
eya hariyanne habai kasunta all the best,Pos
heta dinayedi maa manamaaliya wela yanawa hite duka daraa amazing akkiya niyamai anew,Pos
patta hoda kollek mara nihathamanimara asai mehema minissu dakinna mara sensitive porak respect for ur attitude and being a nice humble human being all the best brother god bless you,Pos
akka e song ek ft,Pos
acer nitro eka hodaida gaming and video editing walata,Neu
power full voice bachiwa mathak unaa ,Pos
meka enakan balan hitiye ai parakku,Pos
honda character i asama buwek man hee,Pos
mama sinhala mama man jathivadi,Neg
audience eke idan me para battles balanna denawa neda,Neu
pirimi ganikaawa ranjan unp kiyanne okkoma ponnayoo,Neg
ara oya supiri charithayak ay mekata pasbara genawe natte genawa nam meeta wada interest,Pos
godak youtubers la nokiyana deyak kiwwa,Pos
 api nohithana patta understanding kello innawa umba aniwaryen marry karanna onee,Neu
oyatawage palakainta mole ne aiyee,Neg
niyama program eka mr oya niyama gelapena minissu genawa keep it up,Pos
mam radme pon akan mae baluwa,Pos
mage amma keysnawa man oyaa wagemai key akka oyaa hari hoda kenek sakthimath kenek adarei godak,Pos
mukuth karan natuwa sudana wage enna aya thama serama karannee truth,Neu
woo sinhalenma kuwot mail kelin wena gayanayak pattaa jaya ,Pos
appe epa wedak ne dan inne epa wela,Neg
uba sira porak ,Pos
akki u sang very well and performance also lasannai godak niyamai dont worry all the best for your future ,Pos
ara oyage morning show eken ma winodaya apahaasa upahasa mdeem kuthuhalaya me hamadema tiyenawa obata deergausha,Pos
haryma sathutui ayya mage man podi kale idala asama niwedakayek ayya ,Pos
menna dan labunu puwathak asus rog samagama agaharuwalata gena yamata chanux namathi pitasakwala jeewiyeku katayuthu karamin sitina bawata jathiyanthara buddi unsha walata thorathuru labadi thibenawa,Neu
pada form karanna epa yako,Neg
waa aw asama kenek araa niyamai thank you ,Pos
godak lassanai dennama sinduwath godak lassanai,Pos
hadawathimma katha karana sri lankika porak ,Pos
mun unge daru param para kata mudal hoya iwarai ubala param para hakata naya vi iwarai hitapalla,Neg
vedeo ekath avulak na,Pos
admin name n akura hada piyaw,Neg
ada nam fatta oii ,Pos
mokakakda oi kare mun gaththe ne ne me kollawa pu wede ,Neg
chanux bro wa gennamu next,Neu
mekanam mara lassanai ,Pos
hoyala hoyala thama arage inna thena hoya gaththe ,Pos
 programme eke ahapu lassanama sinduwa ,Pos
niyamai hansayo supiriyak tama ,Pos
okkoma ekai neda kawuruth hoda aya newe nenkn baba wenna epa ithin,Neg
wihilu karanne nethuwa hitapan belli,Neg
dan bn lahiru aiye channel eke dakke,Neu
oba hari pakshaya araksha kala uthui ekan ihalata gihin eya winasa karana eka gunamaku kamak,Neg
hamomatama baninne nathuwa innaanika lajjai ohoma kunuharapa kiyana eka ganiyek neda oyath,Neg
lassnt hitiya uma ketha krlaa ,Neg
sudu kenai lankawe kenai athare wenasa konde theyena wenasa lankawa perihela theyena tharam,Neg
aththa apa hamudruwana ratata watana dasanawak,Pos
patta brother lanakwa thawa godak diyunu wenna onee mulu hamotama eka level ekakata salakanna onee respect brother,Pos
aththa ma kiuwoth program eka baluwe na ahuwa echcharatama voice ekatai respect super polawe payagahala inna charithayak ,Pos
budu saranai obe tumata ape kanawalta one obe waga rattarane adaraniye manusayo mama video sarama balanawa obega maga rattata obe adarai ake mama danawa ,Pos
 karapu hondama program eka ,Pos
samitha ekka baladdi hodama hoda amma kenek e duwa harima wasana wanthai,Pos
monawa unath pattata talk karanawa ahan inna asai respect ,Pos
shashika mis nam ithin mata nam dakkath athi,Pos
kiynna wachna na dennama pattama pattaii suba gaman denntama shashika madam niymaii,Pos
mu thawath maiitree kenek thamai anika dan mu gadarayanna one kale,Neu
 ee oba harima dieriya geheniyak obaweni aya wasanawan,Pos
kassata kattiya wadi nadda dan,Neu
budu saranai mahatthayo api pirisidu le katath me jathiya nathi karanna ba oyala thamai athithe idan jathiya wenuwen wada kale pana dunne apith kotas karayo wenawa bs,Pos
bns umaria ada silent moko dan na ,Neu
 goodak hoda lamayek oyata goodak adarey mage putha wage oya manage adara danna hoda puthak oyata budu saranay putha ,Pos
wow me song eka internationally jaya gattu song ekak niyamai bro,Pos
pinwath ammtath ape hamuduruwantath niduk neeroogi suwaya lebeewa theruwansaranai,Pos
